Cust_ID,International.Plan,Voice.Mail.Plan,X..Vmail.Messages,X..customer.Service.Calls,Churn,trainrows,Total.Day.Minutes,Total.Day.Calls,Total.Day.Charge,Total.Eve.Minutes,Total.Eve.Calls,Total.Eve.Charge,Total.Night.Minutes,Total.Night.Calls,Total.Night.Charge,Total.Intl.Minutes,Total.Intl.Calls,Total.Intl.Charge
2530,no,yes,21,2,False.,No,238.0,88,40.46,209.6,84,17.82,233.0,95,10.49,10.0,5,2.7
2531,no,yes,40,0,False.,No,128.1,99,21.78,247.7,78,21.05,199.7,121,8.99,15.6,3,4.21
2532,no,yes,31,1,False.,Yes,171.2,104,29.1,193.6,74,16.46,196.5,85,8.84,10.2,4,2.75
2533,no,no,0,4,True.,Yes,109.0,88,18.53,259.3,120,22.04,182.1,119,8.19,13.3,3,3.59
2534,no,no,0,2,False.,Yes,220.0,114,37.4,207.7,76,17.65,168.4,137,7.58,12.1,3,3.27
2535,no,no,0,0,False.,No,55.6,65,9.45,242.7,121,20.63,176.3,134,7.93,11.3,4,3.05
2536,no,yes,23,1,False.,No,286.6,79,48.72,315.3,102,26.8,193.9,101,8.73,10.3,6,2.78
2537,no,no,0,1,False.,No,207.6,96,35.29,229.0,112,19.47,162.6,131,7.32,13.3,2,3.59
2538,no,yes,31,4,True.,Yes,109.6,108,18.63,249.3,119,21.19,321.2,101,14.45,8.3,4,2.24
2539,no,no,0,2,False.,Yes,197.2,113,33.52,242.3,116,20.6,192.0,76,8.64,11.0,5,2.97
2540,no,no,0,1,False.,No,175.7,120,29.87,168.6,90,14.33,198.9,110,8.95,14.6,4,3.94
2541,no,no,0,0,False.,No,205.2,115,34.88,184.8,137,15.71,176.1,115,7.92,7.0,6,1.89
2542,no,yes,13,1,False.,Yes,193.1,104,32.83,111.6,98,9.49,227.4,94,10.23,12.1,4,3.27
2543,no,yes,34,3,False.,Yes,232.6,121,39.54,153.2,115,13.02,286.7,77,12.9,4.7,3,1.27
2544,no,no,0,0,False.,Yes,102.7,89,17.46,149.3,100,12.69,188.1,114,8.46,11.0,5,2.97
2545,no,yes,31,5,False.,Yes,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62
2546,no,no,0,1,False.,Yes,197.0,79,33.49,201.0,114,17.09,151.2,111,6.8,11.6,5,3.13
2547,no,no,0,2,False.,Yes,169.3,90,28.78,156.0,138,13.26,210.8,106,9.49,11.6,6,3.13
2548,no,no,0,1,False.,Yes,201.5,123,34.26,129.2,110,10.98,220.6,98,9.93,12.9,4,3.48
2549,no,no,0,3,False.,Yes,251.0,119,42.67,91.2,96,7.75,142.2,87,6.4,13.8,3,3.73
2550,no,no,0,3,False.,Yes,230.4,117,39.17,225.0,101,19.13,198.5,111,8.93,7.6,6,2.05
2551,no,no,0,1,False.,Yes,109.8,120,18.67,230.5,86,19.59,255.8,103,11.51,11.9,6,3.21
2552,no,no,0,2,True.,Yes,279.5,118,47.52,203.2,113,17.27,174.2,101,7.84,10.7,4,2.89
2553,no,no,0,1,False.,No,173.4,107,29.48,222.0,84,18.87,64.2,94,2.89,13.7,6,3.7
2554,no,yes,38,1,False.,No,214.4,93,36.45,211.7,57,17.99,165.0,79,7.43,10.0,8,2.7
2555,no,no,0,1,False.,Yes,96.1,103,16.34,246.8,134,20.98,229.7,92,10.34,9.7,4,2.62
2556,no,no,0,1,False.,No,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92
2557,no,no,0,4,False.,Yes,232.5,74,39.53,181.8,142,15.45,203.1,86,9.14,10.4,6,2.81
2558,no,yes,45,1,False.,Yes,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29
2559,no,yes,23,1,False.,Yes,224.0,126,38.08,233.5,89,19.85,293.9,104,13.23,8.8,4,2.38
2560,no,no,0,4,False.,Yes,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97
2561,no,no,0,2,False.,Yes,109.2,96,18.56,153.1,80,13.01,240.0,102,10.8,9.8,5,2.65
2562,no,no,0,0,False.,Yes,220.0,95,37.4,179.9,121,15.29,188.2,109,8.47,11.5,5,3.11
2563,no,no,0,2,False.,Yes,181.4,98,30.84,164.5,98,13.98,171.0,110,7.69,10.9,4,2.94
2564,no,yes,11,2,False.,Yes,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,10.1,4,2.73
2565,no,yes,32,1,False.,No,96.5,109,16.41,145.8,109,12.39,174.4,82,7.85,9.4,2,2.54
2566,no,no,0,3,False.,Yes,183.5,93,31.2,170.5,80,14.49,193.8,88,8.72,8.3,5,2.24
2567,no,yes,38,0,False.,Yes,107.9,90,18.34,140.4,94,11.93,253.6,79,11.41,10.5,2,2.84
2568,yes,no,0,1,False.,No,161.0,96,27.37,244.9,82,20.82,180.8,103,8.14,7.7,6,2.08
2569,yes,yes,41,1,True.,Yes,146.8,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,2,1.16
2570,no,no,0,3,False.,Yes,149.2,146,25.36,161.9,109,13.76,197.9,109,8.91,8.3,2,2.24
2571,no,no,0,3,False.,Yes,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51
2572,no,yes,23,0,False.,Yes,160.3,87,27.25,202.4,101,17.2,191.1,122,8.6,7.4,3,2.0
2573,no,no,0,1,True.,Yes,137.8,120,23.43,225.8,110,19.19,145.2,95,6.53,10.2,6,2.75
2574,no,yes,40,0,False.,Yes,141.7,87,24.09,268.3,89,22.81,241.3,68,10.86,8.5,7,2.3
2575,no,yes,22,0,False.,Yes,196.4,115,33.39,150.3,109,12.78,176.2,75,7.93,9.3,1,2.51
2576,no,no,0,1,False.,Yes,175.2,74,29.78,151.7,79,12.89,230.5,109,10.37,5.3,3,1.43
2577,no,no,0,1,False.,Yes,146.8,133,24.96,171.7,73,14.59,234.5,69,10.55,9.9,3,2.67
2578,no,no,0,1,False.,No,173.9,111,29.56,287.4,105,24.43,204.8,91,9.22,9.1,7,2.46
2579,no,yes,34,1,False.,Yes,305.2,80,51.88,156.5,109,13.3,280.0,81,12.6,13.2,7,3.56
2580,yes,yes,29,3,True.,Yes,162.3,91,27.59,279.3,79,23.74,192.7,131,8.67,11.7,2,3.16
2581,yes,no,0,3,False.,Yes,150.0,106,25.5,293.8,123,24.97,250.7,65,11.28,10.3,7,2.78
2582,no,no,0,1,False.,Yes,197.5,114,33.58,206.9,119,17.59,163.6,109,7.36,11.3,4,3.05
2583,no,no,0,2,False.,Yes,240.2,67,40.83,153.0,98,13.01,249.0,72,11.21,10.2,6,2.75
2584,no,yes,30,2,False.,No,186.2,117,31.65,286.7,76,24.37,164.3,113,7.39,12.9,3,3.48
2585,no,yes,39,0,False.,No,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32
2586,no,yes,17,1,False.,No,236.7,95,40.24,263.5,56,22.4,259.6,107,11.68,12.0,4,3.24
2587,no,no,0,0,False.,Yes,173.2,93,29.44,131.2,80,11.15,170.9,104,7.69,5.4,3,1.46
2588,no,no,0,0,False.,No,152.2,114,25.87,137.2,102,11.66,185.9,97,8.37,9.8,3,2.65
2589,no,no,0,0,False.,Yes,181.3,135,30.82,182.4,108,15.5,180.6,103,8.13,6.7,2,1.81
2590,no,no,0,4,True.,Yes,167.8,72,28.53,211.0,99,17.94,153.5,109,6.91,10.5,6,2.84
2591,no,no,0,1,False.,Yes,175.4,125,29.82,250.7,87,21.31,289.3,74,13.02,9.8,9,2.65
2592,no,no,0,2,False.,No,87.6,112,14.89,266.9,107,22.69,214.6,104,9.66,9.8,10,2.65
2593,no,no,0,0,False.,Yes,203.3,45,34.56,141.9,87,12.06,200.7,71,9.03,8.5,6,2.3
2594,no,no,0,5,True.,No,92.6,95,15.74,161.9,70,13.76,285.0,78,12.83,11.3,3,3.05
2595,no,yes,21,1,False.,No,262.9,135,44.69,149.5,96,12.71,140.5,109,6.32,8.1,4,2.19
2596,no,no,0,1,False.,Yes,160.8,91,27.34,155.8,82,13.24,254.3,103,11.44,8.5,3,2.3
2597,no,yes,22,1,False.,Yes,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11
2598,no,yes,32,2,False.,No,50.6,62,8.6,201.4,87,17.12,146.8,121,6.61,4.2,4,1.13
2599,no,no,0,1,False.,Yes,134.9,59,22.93,156.0,152,13.26,197.5,112,8.89,10.2,5,2.75
2600,no,no,0,1,False.,No,252.1,110,42.86,226.1,103,19.22,155.6,83,7.0,13.8,3,3.73
2601,no,yes,41,1,False.,No,215.5,95,36.64,241.8,92,20.55,147.0,108,6.61,9.6,3,2.59
2602,no,no,0,0,False.,Yes,124.8,66,21.22,257.2,85,21.86,193.2,115,8.69,13.4,4,3.62
2603,no,no,0,2,False.,No,178.7,114,30.38,271.0,96,23.04,245.9,94,11.07,16.4,5,4.43
2604,no,no,0,2,False.,Yes,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,5,2.67
2605,no,no,0,1,False.,No,167.5,96,28.48,139.1,104,11.82,138.4,87,6.23,13.0,1,3.51
2606,no,no,0,3,False.,Yes,147.1,105,25.01,200.0,135,17.0,234.9,65,10.57,12.5,9,3.38
2607,no,no,0,1,False.,Yes,230.1,107,39.12,212.0,120,18.02,174.9,119,7.87,13.2,4,3.56
2608,no,no,0,0,False.,Yes,135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,12.6,3,3.4
2609,no,yes,20,2,False.,Yes,205.7,98,34.97,136.1,107,11.57,159.4,147,7.17,8.7,3,2.35
2610,no,no,0,2,False.,Yes,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94
2611,no,no,0,2,False.,Yes,189.3,119,32.18,233.5,112,19.85,270.9,104,12.19,10.0,1,2.7
2612,no,no,0,3,False.,Yes,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94
2613,no,yes,42,0,False.,Yes,137.3,95,23.34,184.2,94,15.66,231.4,70,10.41,10.2,3,2.75
2614,no,no,0,2,False.,Yes,70.7,125,12.02,211.0,113,17.94,174.6,107,7.86,0.0,0,0.0
2615,no,no,0,0,False.,Yes,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89
2616,no,no,0,5,True.,No,123.1,88,20.93,213.9,84,18.18,184.9,88,8.32,12.0,2,3.24
2617,no,yes,19,2,False.,Yes,129.7,115,22.05,160.8,101,13.67,265.0,63,11.93,12.2,3,3.29
2618,yes,no,0,0,False.,No,198.7,70,33.78,209.5,106,17.81,281.9,126,12.69,12.4,4,3.35
2619,no,no,0,2,False.,No,145.1,116,24.67,233.7,82,19.86,208.7,95,9.39,7.9,5,2.13
2620,no,no,0,2,False.,Yes,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27
2621,no,yes,28,1,False.,Yes,124.7,105,21.2,250.4,78,21.28,216.4,128,9.74,7.8,8,2.11
2622,no,no,0,1,False.,No,215.9,76,36.7,145.4,118,12.36,186.9,129,8.41,12.1,4,3.27
2623,no,no,0,2,False.,Yes,119.2,142,20.26,228.4,139,19.41,197.9,61,8.91,8.4,9,2.27
2624,no,no,0,3,False.,No,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11
2625,no,no,0,1,False.,Yes,235.2,121,39.98,220.6,87,18.75,236.3,91,10.63,11.8,4,3.19
2626,no,no,0,0,False.,Yes,174.0,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62
2627,yes,no,0,0,True.,No,115.0,65,19.55,122.3,96,10.4,245.0,75,11.03,6.4,1,1.73
2628,no,no,0,2,False.,Yes,151.7,93,25.79,178.5,77,15.17,229.1,111,10.31,13.1,8,3.54
2629,no,no,0,3,False.,No,153.1,102,26.03,234.1,77,19.9,329.2,74,14.81,9.9,9,2.67
2630,no,no,0,2,False.,No,218.6,93,37.16,149.9,130,12.74,204.6,131,9.21,9.2,5,2.48
2631,no,no,0,2,False.,Yes,265.2,122,45.08,178.7,102,15.19,174.7,90,7.86,10.7,9,2.89
2632,no,no,0,1,False.,Yes,143.3,134,24.36,180.5,113,15.34,184.2,87,8.29,10.1,4,2.73
2633,no,no,0,2,False.,Yes,190.3,98,32.35,252.7,70,21.48,220.6,97,9.93,7.2,9,1.94
2634,no,no,0,2,True.,Yes,184.7,60,31.4,262.0,73,22.27,239.5,120,10.78,12.3,6,3.32
2635,no,no,0,1,False.,Yes,115.3,99,19.6,224.7,117,19.1,152.5,98,6.86,18.0,2,4.86
2636,no,no,0,2,True.,Yes,113.0,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48
2637,no,no,0,0,True.,Yes,294.2,100,50.01,232.5,53,19.76,195.0,64,8.78,9.0,1,2.43
2638,no,no,0,3,False.,Yes,215.6,86,36.65,167.8,59,14.26,207.0,67,9.32,6.4,8,1.73
2639,no,no,0,1,False.,No,128.8,80,21.9,208.7,93,17.74,202.1,103,9.09,14.0,7,3.78
2640,yes,yes,28,3,True.,Yes,211.2,117,35.9,312.5,98,26.56,178.0,118,8.01,10.7,2,2.89
2641,no,yes,24,1,False.,No,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48
2642,no,no,0,2,False.,Yes,94.9,121,16.13,253.2,83,21.52,175.1,86,7.88,14.2,2,3.83
2643,no,no,0,1,True.,Yes,259.4,116,44.1,269.7,109,22.92,175.3,130,7.89,9.5,3,2.57
2644,no,yes,28,1,False.,Yes,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86
2645,no,no,0,3,False.,Yes,97.5,113,16.58,268.1,69,22.79,255.3,62,11.49,13.2,4,3.56
2646,no,no,0,0,False.,No,146.5,121,24.91,169.9,125,14.44,238.8,112,10.75,8.2,5,2.21
2647,no,no,0,2,False.,No,157.9,72,26.84,234.0,93,19.89,210.0,86,9.45,12.2,5,3.29
2648,no,no,0,2,False.,Yes,139.9,117,23.78,223.6,96,19.01,240.8,93,10.84,12.7,4,3.43
2649,no,yes,21,1,False.,No,153.2,112,26.04,263.3,110,22.38,135.0,85,6.08,11.9,7,3.21
2650,yes,no,0,2,False.,Yes,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27
2651,no,no,0,1,False.,Yes,185.8,119,31.59,192.3,83,16.35,200.0,96,9.0,6.6,4,1.78
2652,no,no,0,1,False.,No,129.5,56,22.02,354.2,118,30.11,145.5,93,6.55,10.9,3,2.94
2653,no,no,0,1,False.,Yes,236.6,91,40.22,220.9,146,18.78,146.8,114,6.61,8.9,2,2.4
2654,no,no,0,6,False.,No,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,10.0,2,2.7
2655,no,no,0,2,False.,Yes,167.3,100,28.44,163.9,79,13.93,185.9,100,8.37,6.7,5,1.81
2656,no,no,0,2,False.,Yes,182.2,101,30.97,212.3,95,18.05,233.0,123,10.49,9.3,4,2.51
2657,no,no,0,2,False.,Yes,113.0,80,19.21,150.1,87,12.76,204.3,115,9.19,10.8,4,2.92
2658,no,no,0,0,False.,Yes,185.7,133,31.57,235.1,149,19.98,256.4,78,11.54,16.9,6,4.56
2659,no,no,0,0,False.,Yes,136.2,114,23.15,165.1,118,14.03,137.9,71,6.21,9.6,5,2.59
2660,no,yes,29,1,False.,Yes,222.6,81,37.84,190.3,109,16.18,201.2,87,9.05,11.5,2,3.11
2661,no,no,0,1,False.,No,197.3,67,33.54,264.5,106,22.48,210.5,116,9.47,9.0,6,2.43
2662,no,yes,33,1,False.,Yes,141.4,130,24.04,186.4,114,15.84,210.0,111,9.45,7.7,6,2.08
2663,no,no,0,1,False.,No,208.0,69,35.36,95.1,94,8.08,178.5,129,8.03,8.0,11,2.16
2664,no,no,0,1,False.,No,118.5,92,20.15,177.8,109,15.11,255.7,98,11.51,12.1,4,3.27
2665,no,no,0,1,False.,Yes,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89
2666,no,no,0,0,False.,Yes,108.3,87,18.41,183.6,116,15.61,176.6,109,7.95,13.5,2,3.65
2667,no,no,0,2,False.,No,168.6,92,28.66,187.7,107,15.95,216.5,95,9.74,14.4,8,3.89
2668,no,no,0,2,True.,Yes,247.2,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51
2669,yes,no,0,3,False.,Yes,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,12.0,8,3.24
2670,no,no,0,3,False.,Yes,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,12.8,4,3.46
2671,no,yes,43,1,False.,Yes,118.4,100,20.13,144.1,108,12.25,158.1,91,7.11,8.5,6,2.3
2672,no,no,0,2,False.,Yes,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11
2673,no,no,0,1,True.,Yes,317.8,60,54.03,152.9,100,13.0,123.4,63,5.55,10.4,7,2.81
2674,no,no,0,1,True.,Yes,312.0,112,53.04,180.0,109,15.3,168.6,94,7.59,12.8,4,3.46
2675,no,no,0,1,False.,Yes,146.0,121,24.82,203.0,141,17.26,151.8,120,6.83,13.3,2,3.59
2676,no,no,0,1,True.,Yes,131.6,95,22.37,179.3,109,15.24,251.2,129,11.3,15.5,3,4.19
2677,no,yes,33,2,False.,No,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3.0
2678,no,no,0,2,False.,No,185.1,92,31.47,213.0,85,18.11,196.1,85,8.82,8.5,5,2.3
2679,no,no,0,0,False.,No,193.3,106,32.86,169.0,150,14.37,225.2,122,10.13,11.8,4,3.19
2680,no,no,0,1,False.,Yes,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,2,2.11
2681,no,no,0,0,False.,Yes,71.2,90,12.1,304.4,119,25.87,183.3,103,8.25,8.6,4,2.32
2682,no,no,0,4,True.,Yes,123.2,104,20.94,190.0,117,16.15,170.3,95,7.66,12.9,5,3.48
2683,no,no,0,2,False.,Yes,205.0,90,34.85,140.9,114,11.98,272.6,96,12.27,7.5,4,2.03
2684,no,no,0,1,False.,Yes,128.7,78,21.88,240.8,133,20.47,237.7,121,10.7,12.8,6,3.46
2685,no,no,0,3,False.,Yes,216.9,78,36.87,211.0,115,17.94,179.8,116,8.09,11.4,5,3.08
2686,no,no,0,3,False.,Yes,150.0,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65
2687,no,no,0,1,False.,Yes,164.1,106,27.9,206.0,56,17.51,194.7,124,8.76,11.4,2,3.08
2688,no,no,0,3,False.,Yes,212.0,113,36.04,226.6,128,19.26,193.6,114,8.71,8.9,7,2.4
2689,no,yes,37,2,False.,Yes,167.3,99,28.44,194.7,99,16.55,236.7,112,10.65,12.0,9,3.24
2690,no,no,0,1,False.,Yes,154.4,130,26.25,217.2,101,18.46,185.4,52,8.34,13.9,4,3.75
2691,no,yes,30,3,False.,No,177.3,95,30.14,211.8,102,18.0,240.2,108,10.81,9.3,7,2.51
2692,no,no,0,1,True.,Yes,231.2,141,39.3,267.8,136,22.76,240.3,100,10.81,8.8,5,2.38
2693,no,no,0,5,False.,Yes,202.9,100,34.49,178.6,46,15.18,203.8,116,9.17,12.8,3,3.46
2694,no,no,0,0,False.,Yes,149.6,120,25.43,200.7,85,17.06,181.2,107,8.15,14.3,9,3.86
2695,yes,no,0,1,True.,No,345.3,81,58.7,203.4,106,17.29,217.5,107,9.79,11.8,8,3.19
2696,no,no,0,1,True.,Yes,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27
2697,no,no,0,1,False.,No,122.0,92,20.74,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57
2698,no,no,0,2,False.,Yes,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14.0,2,3.78
2699,no,no,0,1,False.,Yes,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78
2700,no,no,0,0,True.,Yes,225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38
2701,no,no,0,1,False.,No,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02
2702,no,yes,30,1,False.,Yes,173.1,107,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11
2703,yes,no,0,2,True.,Yes,162.4,131,27.61,167.0,102,14.2,128.9,118,5.8,11.4,2,3.08
2704,no,yes,13,2,False.,Yes,281.2,93,47.8,178.2,101,15.15,244.2,129,10.99,6.4,5,1.73
2705,no,no,0,3,False.,Yes,208.3,89,35.41,169.4,67,14.4,102.0,90,4.59,15.9,4,4.29
2706,no,yes,38,2,False.,Yes,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81
2707,no,no,0,1,True.,No,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35
2708,no,no,0,3,False.,No,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67
2709,no,yes,46,4,False.,Yes,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81
2710,no,yes,24,1,False.,Yes,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89
2711,no,yes,37,1,False.,Yes,155.0,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59
2712,no,no,0,0,False.,Yes,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19
2713,no,no,0,2,False.,No,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27
2714,no,no,0,1,False.,No,240.0,88,40.8,141.0,117,11.99,128.9,137,5.8,7.1,9,1.92
2715,yes,no,0,0,True.,Yes,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29
2716,no,no,0,1,False.,No,166.0,102,28.22,236.1,97,20.07,134.3,93,6.04,10.9,4,2.94
2717,no,yes,33,0,False.,Yes,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16.0,3,4.32
2718,no,no,0,2,False.,Yes,174.5,98,29.67,180.2,103,15.32,179.0,89,8.06,10.7,2,2.89
2719,yes,yes,27,1,False.,Yes,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86
2720,yes,yes,35,3,True.,Yes,157.5,109,26.78,189.6,67,16.12,227.0,76,10.22,11.1,2,3.0
2721,no,no,0,1,False.,Yes,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11.0,7,2.97
2722,no,yes,35,4,False.,No,207.5,138,35.28,201.0,116,17.09,164.5,107,7.4,7.5,16,2.03
2723,no,yes,16,4,False.,Yes,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13
2724,no,no,0,2,False.,Yes,258.8,85,44.0,129.5,114,11.01,193.6,106,8.71,10.9,7,2.94
2725,no,no,0,0,True.,Yes,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13
2726,no,no,0,2,False.,Yes,152.9,119,25.99,171.2,107,14.55,257.0,106,11.57,12.0,5,3.24
2727,no,yes,27,2,False.,Yes,156.7,51,26.64,236.5,118,20.1,123.2,111,5.54,12.6,6,3.4
2728,no,no,0,1,False.,Yes,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38
2729,no,no,0,4,False.,No,221.0,126,37.57,204.5,110,17.38,118.0,98,5.31,6.8,3,1.84
2730,no,yes,32,1,True.,Yes,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81
2731,no,no,0,2,False.,Yes,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65
2732,no,yes,22,2,False.,Yes,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35
2733,no,yes,35,1,False.,No,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19
2734,no,no,0,0,False.,Yes,180.5,126,30.69,230.0,98,19.55,232.5,73,10.46,10.6,3,2.86
2735,no,no,0,2,False.,No,123.1,106,20.93,182.0,102,15.47,244.6,75,11.01,12.6,7,3.4
2736,no,no,0,1,False.,No,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10.0,4,2.7
2737,no,no,0,2,False.,No,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,6.0,6,1.62
2738,no,no,0,3,False.,Yes,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59
2739,no,no,0,2,False.,Yes,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08
2740,no,yes,33,1,False.,Yes,184.2,111,31.31,312.6,89,26.57,264.0,55,11.88,12.2,4,3.29
2741,no,yes,24,3,False.,Yes,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92
2742,yes,yes,39,1,False.,Yes,142.0,140,24.14,241.6,89,20.54,302.0,72,13.59,11.3,5,3.05
2743,yes,yes,21,1,False.,Yes,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10.0,4,2.7
2744,no,no,0,3,False.,Yes,124.8,114,21.22,133.0,121,11.31,160.3,85,7.21,10.6,7,2.86
2745,no,no,0,0,False.,Yes,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35
2746,yes,no,0,2,True.,No,246.4,110,41.89,182.0,98,15.47,157.6,106,7.09,12.1,2,3.27
2747,no,no,0,5,False.,Yes,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11
2748,no,no,0,0,True.,No,288.0,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62
2749,no,yes,23,1,False.,Yes,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43
2750,no,no,0,1,False.,Yes,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65
2751,no,no,0,2,False.,No,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32
2752,no,no,0,3,False.,No,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48
2753,no,no,0,0,False.,Yes,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62
2754,no,yes,30,1,False.,Yes,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35
2755,no,no,0,1,False.,No,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84
2756,no,no,0,1,False.,No,219.2,73,37.26,167.0,65,14.2,161.4,119,7.26,10.0,5,2.7
2757,no,no,0,2,False.,Yes,227.0,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4
2758,no,no,0,3,False.,Yes,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4
2759,no,no,0,0,False.,Yes,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65
2760,no,no,0,2,False.,Yes,121.1,130,20.59,216.0,86,18.36,235.1,33,10.58,16.1,5,4.35
2761,no,no,0,4,True.,Yes,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62
2762,no,no,0,0,False.,Yes,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57
2763,yes,no,0,2,True.,Yes,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7
2764,no,no,0,2,False.,Yes,169.8,123,28.87,183.1,94,15.56,395.0,72,17.77,12.7,7,3.43
2765,yes,yes,26,1,True.,No,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89
2766,yes,no,0,3,False.,No,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73
2767,yes,no,0,1,True.,No,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27
2768,no,yes,27,3,False.,No,187.7,84,31.91,221.0,147,18.79,145.7,110,6.56,10.0,4,2.7
